8.222847344240946654e-02,3.381149875188623755e-01,1.780434259054638479e+00,2.750198472372282321e+00,1.024671927476824784e+00,7.443393736688147522e-01,-5.189269085589947039e-01,1.124193834603257475e-01,3.000000000000000000e+00
-3.930948844565146927e-01,3.698791931486183349e-01,3.242380806752230282e-01,4.075059247375539262e-01,6.783481411378340376e-01,1.367021415422180031e+00,-1.787463248058463572e+00,-2.346739062204916126e-01,3.000000000000000000e+00
6.566922503497073238e-02,-5.800035036490183593e+00,3.069823394725514354e-01,-1.073198284721404105e+00,3.281771213035656332e-01,-3.813585117203381336e-01,-6.445160959673085221e-01,5.627927924642042723e-02,1.000000000000000000e+00
5.455380653305660354e-01,-3.212494253233193930e+00,-1.211949812774325119e+00,9.118212672388862350e-01,-2.157485748149121640e+00,6.053321071152040905e-02,8.929113584430360406e-01,-2.076449312868100805e-01,1.000000000000000000e+00
4.711330531603645233e-01,-6.441768979213736701e-01,-2.931448732161558435e-01,2.899529154576164780e-01,-2.374893876605233434e+00,6.923723488085320107e-03,-5.075828800749867531e-01,-2.539964356299595494e-01,1.000000000000000000e+00
-3.521319965708947786e-01,-4.050203821651681135e-01,3.261966967469562273e-01,-1.781276919686734239e-01,4.617404953470339302e-01,-8.096566334407159227e-01,-3.147292102277335357e-01,8.180719678090102587e-01,3.000000000000000000e+00
-2.186372959360707857e-01,-4.555469127222705472e-01,-2.273994466239597778e-01,7.867182442794704578e-01,-7.052532147984756916e-01,5.321060146274227132e-02,4.379618663229093573e-02,2.924965688135738873e-01,1.000000000000000000e+00
-1.578856858163586896e+00,5.483733274333599805e-01,1.362028311600612107e-01,1.531030661415579419e-01,-2.712548765607770973e-02,6.068875751830389298e-01,1.308188972562879693e+00,1.343174167069943525e+00,2.000000000000000000e+00
3.027093178762113590e-01,-3.929599260020364859e+00,-1.486692977468077603e-01,1.503144672302815232e+00,-1.724652329722201394e+00,-2.322788678705928200e-01,-1.997055775522651178e-01,2.348653925160229250e-01,1.000000000000000000e+00
1.111343313676065037e-01,2.068542113598381693e+00,-8.256417318915227899e-01,1.606182485580729180e+00,-1.079746130458828945e+00,5.518195403251931197e-02,-1.096751374115983335e+00,3.111227528489117211e-01,1.000000000000000000e+00
